Order ID,Order Date,Ship Date,Segment,Country,City,Category,Sub-Category,Sales,Quantity,Discount,Profit
IN-2023-1459,2023-10-12,2023-12-13,Corporate,India,Mumbai,Furniture,Bookcases,105.87,6,0.0,34.93
IN-2023-1460,2023-11-17,2023-01-24,Corporate,India,Bengaluru,Technology,Accessories,586.72,8,0.2,24.0
IN-2023-1461,2023-05-23,2023-10-07,Consumer,India,Bengaluru,Furniture,Furnishings,235.95,6,0.3,47.47
IN-2023-1462,2023-10-21,2023-05-27,Consumer,India,Chennai,Furniture,Furnishings,1468.68,4,0.2,-251.01
IN-2023-1463,2023-02-05,2023-06-04,Consumer,India,Delhi,Technology,Copiers,1481.12,4,0.05,39.64
IN-2023-1464,2023-04-20,2023-04-09,Home Office,India,Kolkata,Office Supplies,Binders,1615.56,6,0.3,-39.01
IN-2023-1465,2023-04-18,2023-02-05,Home Office,India,Pune,Technology,Machines,519.04,9,0.2,123.78
IN-2023-1466,2023-10-09,2023-10-07,Home Office,India,Chennai,Technology,Accessories,209.95,4,0.3,103.25
IN-2023-1467,2023-03-21,2023-02-27,Corporate,India,Kolkata,Technology,Accessories,1335.87,9,0.3,524.84
IN-2023-1468,2023-08-01,2023-11-23,Corporate,India,Delhi,Office Supplies,Paper,1347.46,7,0.3,58.88
IN-2023-1469,2023-01-15,2023-12-21,Home Office,India,Bengaluru,Furniture,Furnishings,1071.02,1,0.0,100.45
IN-2023-1470,2023-02-11,2023-11-13,Corporate,India,Bengaluru,Office Supplies,Pens,1737.85,3,0.05,-121.19
IN-2023-1471,2023-02-22,2023-04-06,Home Office,India,Bengaluru,Technology,Copiers,1784.67,6,0.05,558.0
IN-2023-1472,2023-09-22,2023-10-15,Consumer,India,Bengaluru,Furniture,Furnishings,1400.09,8,0.0,280.39
IN-2023-1473,2023-02-26,2023-09-02,Consumer,India,Pune,Furniture,Tables,287.91,2,0.1,-60.24
IN-2023-1474,2023-07-02,2023-01-19,Corporate,India,Hyderabad,Furniture,Furnishings,1264.33,9,0.05,472.37
IN-2023-1475,2023-05-20,2023-07-24,Corporate,India,Kolkata,Office Supplies,Pens,1620.78,2,0.3,558.82
IN-2023-1476,2023-12-22,2023-08-06,Corporate,India,Pune,Furniture,Tables,1687.65,8,0.05,732.13
IN-2023-1477,2023-04-20,2023-02-06,Corporate,India,Pune,Furniture,Furnishings,1580.3,4,0.0,-84.85
IN-2023-1478,2023-03-14,2023-07-14,Consumer,India,Mumbai,Technology,Machines,209.25,5,0.2,-8.23
IN-2023-1479,2023-06-15,2023-12-02,Consumer,India,Chennai,Office Supplies,Storage,1682.66,7,0.2,739.37
IN-2023-1480,2023-01-19,2023-06-23,Home Office,India,Delhi,Furniture,Chairs,1307.56,1,0.3,352.66
IN-2023-1481,2023-02-13,2023-05-27,Home Office,India,Chennai,Furniture,Bookcases,1053.2,6,0.0,7.62
IN-2023-1482,2023-06-24,2023-11-22,Home Office,India,Hyderabad,Furniture,Furnishings,664.09,7,0.1,241.58
IN-2023-1483,2023-01-17,2023-02-20,Home Office,India,Delhi,Office Supplies,Storage,1186.29,1,0.05,96.29
IN-2023-1484,2023-12-20,2023-04-09,Consumer,India,Mumbai,Office Supplies,Storage,761.11,3,0.3,123.9
IN-2023-1485,2023-05-13,2023-06-11,Home Office,India,Pune,Technology,Copiers,1989.63,9,0.2,108.29
IN-2023-1486,2023-09-20,2023-08-19,Corporate,India,Bengaluru,Technology,Copiers,260.69,7,0.1,-20.26
IN-2023-1487,2023-06-14,2023-04-06,Home Office,India,Kolkata,Technology,Machines,180.05,6,0.05,17.74
IN-2023-1488,2023-04-25,2023-12-26,Consumer,India,Mumbai,Furniture,Tables,1629.35,4,0.1,694.41
IN-2023-1489,2023-06-22,2023-09-20,Home Office,India,Mumbai,Office Supplies,Paper,1827.11,5,0.0,877.28
IN-2023-1490,2023-07-18,2023-12-11,Home Office,India,Hyderabad,Office Supplies,Storage,1368.4,6,0.0,-135.88
IN-2023-1491,2023-03-17,2023-03-16,Corporate,India,Hyderabad,Technology,Phones,170.97,3,0.0,17.91
IN-2023-1492,2023-10-27,2023-05-22,Consumer,India,Chennai,Office Supplies,Paper,274.54,8,0.0,8.75
IN-2023-1493,2023-09-10,2023-10-25,Home Office,India,Hyderabad,Office Supplies,Paper,1883.98,6,0.0,873.51
IN-2023-1494,2023-05-02,2023-04-17,Consumer,India,Bengaluru,Technology,Copiers,832.85,4,0.0,-165.35
IN-2023-1495,2023-08-24,2023-03-04,Corporate,India,Delhi,Technology,Accessories,1127.11,2,0.0,-249.23
IN-2023-1496,2023-03-15,2023-11-27,Home Office,India,Mumbai,Office Supplies,Storage,1153.41,9,0.05,-187.23
IN-2023-1497,2023-06-11,2023-02-12,Consumer,India,Hyderabad,Technology,Copiers,1071.14,7,0.0,388.56
IN-2023-1498,2023-10-26,2023-07-26,Corporate,India,Bengaluru,Office Supplies,Storage,590.29,7,0.3,-118.37
IN-2023-1499,2023-05-25,2023-10-01,Corporate,India,Delhi,Furniture,Tables,128.56,6,0.1,14.53
IN-2023-1500,2023-01-11,2023-05-15,Corporate,India,Pune,Office Supplies,Binders,93.03,9,0.3,-26.95
IN-2023-1501,2023-02-12,2023-06-05,Home Office,India,Chennai,Office Supplies,Storage,277.09,2,0.1,-41.17
IN-2023-1502,2023-01-02,2023-08-22,Home Office,India,Kolkata,Office Supplies,Binders,1649.95,4,0.1,281.15
IN-2023-1503,2023-11-16,2023-07-19,Home Office,India,Pune,Office Supplies,Storage,958.93,7,0.0,-276.5
IN-2023-1504,2023-11-10,2023-11-07,Consumer,India,Bengaluru,Technology,Phones,410.43,5,0.3,127.62
IN-2023-1505,2023-03-06,2023-12-15,Home Office,India,Chennai,Office Supplies,Pens,74.07,3,0.1,21.76
IN-2023-1506,2023-04-19,2023-05-03,Consumer,India,Mumbai,Office Supplies,Binders,1772.95,8,0.05,-325.76
IN-2023-1507,2023-05-25,2023-07-15,Home Office,India,Chennai,Furniture,Furnishings,1989.43,9,0.2,-186.05
IN-2023-1508,2023-10-11,2023-08-24,Corporate,India,Hyderabad,Technology,Accessories,1810.39,1,0.3,110.35
IN-2023-1509,2023-11-06,2023-05-11,Corporate,India,Delhi,Furniture,Chairs,1968.86,9,0.2,-26.56
IN-2023-1510,2023-09-19,2023-08-27,Corporate,India,Chennai,Furniture,Tables,227.72,2,0.1,-67.55
IN-2023-1511,2023-06-16,2023-08-16,Consumer,India,Delhi,Technology,Phones,395.31,2,0.1,187.47
IN-2023-1512,2023-02-10,2023-07-13,Consumer,India,Chennai,Technology,Accessories,380.53,4,0.05,128.62
IN-2023-1513,2023-03-03,2023-07-21,Home Office,India,Delhi,Office Supplies,Pens,191.83,2,0.0,41.81
IN-2023-1514,2023-11-23,2023-06-23,Corporate,India,Pune,Office Supplies,Paper,1473.97,8,0.0,301.54
IN-2023-1515,2023-04-17,2023-05-26,Corporate,India,Delhi,Office Supplies,Pens,1475.2,1,0.1,173.35
IN-2023-1516,2023-12-22,2023-06-16,Home Office,India,Mumbai,Technology,Accessories,946.31,6,0.3,184.42
IN-2023-1517,2023-05-25,2023-09-01,Consumer,India,Pune,Technology,Copiers,71.6,7,0.3,3.38
IN-2023-1518,2023-07-15,2023-01-21,Home Office,India,Kolkata,Office Supplies,Pens,993.41,7,0.3,173.87
IN-2023-1519,2023-03-10,2023-07-18,Home Office,India,Mumbai,Furniture,Bookcases,1162.06,2,0.1,420.66
IN-2023-1520,2023-01-23,2023-04-05,Home Office,India,Hyderabad,Technology,Accessories,1502.24,9,0.3,432.68
IN-2023-1521,2023-06-11,2023-09-06,Consumer,India,Delhi,Office Supplies,Binders,1051.73,9,0.05,-310.08
IN-2023-1522,2023-08-19,2023-02-17,Home Office,India,Pune,Office Supplies,Binders,254.12,3,0.3,19.65
IN-2023-1523,2023-12-11,2023-02-25,Consumer,India,Mumbai,Furniture,Furnishings,1798.32,4,0.0,-507.03
IN-2023-1524,2023-10-19,2023-01-02,Home Office,India,Kolkata,Office Supplies,Binders,887.86,6,0.1,-84.71
IN-2023-1525,2023-09-16,2023-11-07,Corporate,India,Hyderabad,Technology,Accessories,1132.51,6,0.3,46.66
IN-2023-1526,2023-09-15,2023-04-08,Corporate,India,Pune,Technology,Accessories,1444.05,2,0.2,-416.34
IN-2023-1527,2023-07-05,2023-04-15,Consumer,India,Bengaluru,Furniture,Chairs,1868.87,3,0.0,764.25
IN-2023-1528,2023-09-21,2023-11-03,Corporate,India,Chennai,Office Supplies,Pens,1866.89,9,0.1,-486.55
IN-2023-1529,2023-09-20,2023-07-02,Corporate,India,Chennai,Furniture,Chairs,458.44,5,0.05,196.85
IN-2023-1530,2023-10-19,2023-05-23,Home Office,India,Kolkata,Office Supplies,Storage,1954.29,7,0.3,874.81
IN-2023-1531,2023-09-13,2023-10-07,Home Office,India,Bengaluru,Technology,Phones,690.69,7,0.0,-106.39
IN-2023-1532,2023-05-19,2023-06-27,Corporate,India,Mumbai,Office Supplies,Pens,658.77,2,0.1,142.41
IN-2023-1533,2023-09-12,2023-07-03,Home Office,India,Pune,Technology,Accessories,1577.61,8,0.0,-6.02
IN-2023-1534,2023-06-08,2023-03-08,Consumer,India,Mumbai,Technology,Accessories,1914.77,7,0.1,632.59
IN-2023-1535,2023-04-25,2023-06-24,Home Office,India,Bengaluru,Office Supplies,Storage,1114.55,7,0.1,365.65
IN-2023-1536,2023-11-26,2023-03-02,Corporate,India,Chennai,Office Supplies,Pens,689.91,7,0.0,162.46
IN-2023-1537,2023-04-16,2023-06-27,Corporate,India,Chennai,Technology,Machines,317.74,5,0.1,111.07
IN-2023-1538,2023-03-22,2023-08-07,Consumer,India,Hyderabad,Technology,Phones,1215.79,8,0.2,243.14
IN-2023-1539,2023-10-21,2023-01-18,Home Office,India,Pune,Technology,Phones,221.9,7,0.0,79.09
IN-2023-1540,2023-03-20,2023-03-20,Consumer,India,Hyderabad,Technology,Copiers,650.35,1,0.1,217.51
IN-2023-1541,2023-07-18,2023-02-22,Consumer,India,Chennai,Office Supplies,Pens,757.82,1,0.2,212.41
IN-2023-1542,2023-03-15,2023-09-02,Home Office,India,Kolkata,Office Supplies,Paper,1924.76,2,0.2,-218.54
IN-2023-1543,2023-12-14,2023-09-02,Corporate,India,Delhi,Furniture,Furnishings,1111.3,1,0.05,-5.21
IN-2023-1544,2023-01-05,2023-09-24,Home Office,India,Chennai,Office Supplies,Paper,114.87,9,0.1,-11.49
IN-2023-1545,2023-10-17,2023-11-17,Consumer,India,Chennai,Office Supplies,Binders,1580.87,3,0.3,563.11
IN-2023-1546,2023-05-05,2023-04-16,Corporate,India,Delhi,Office Supplies,Pens,1050.11,2,0.0,521.47
IN-2023-1547,2023-04-22,2023-06-22,Consumer,India,Hyderabad,Technology,Phones,866.46,9,0.05,-259.78
IN-2023-1548,2023-01-01,2023-08-04,Consumer,India,Pune,Office Supplies,Pens,1479.08,1,0.05,411.52
IN-2023-1549,2023-07-04,2023-12-06,Home Office,India,Mumbai,Furniture,Tables,1500.86,1,0.2,-168.7
IN-2023-1550,2023-02-22,2023-01-05,Corporate,India,Kolkata,Office Supplies,Storage,1513.01,8,0.0,20.35
IN-2023-1551,2023-02-26,2023-04-03,Consumer,India,Bengaluru,Technology,Machines,1761.03,2,0.1,-483.62
IN-2023-1552,2023-01-20,2023-02-11,Corporate,India,Bengaluru,Technology,Copiers,1146.74,6,0.05,149.9
IN-2023-1553,2023-04-24,2023-11-06,Corporate,India,Pune,Furniture,Chairs,1724.58,3,0.1,-492.16
IN-2023-1554,2023-09-23,2023-12-03,Consumer,India,Hyderabad,Furniture,Tables,505.46,7,0.1,21.49
IN-2023-1555,2023-01-16,2023-02-23,Consumer,India,Pune,Office Supplies,Paper,1956.12,3,0.0,253.58
IN-2023-1556,2023-03-25,2023-12-02,Corporate,India,Pune,Office Supplies,Binders,1364.33,8,0.1,283.68
IN-2023-1557,2023-01-27,2023-05-21,Consumer,India,Hyderabad,Technology,Accessories,1651.44,6,0.3,-268.36
IN-2023-1558,2023-11-17,2023-09-27,Corporate,India,Bengaluru,Technology,Phones,1047.97,1,0.2,469.32
IN-2023-1559,2023-07-19,2023-02-10,Consumer,India,Kolkata,Technology,Machines,1032.23,2,0.3,15.13
IN-2023-1560,2023-06-15,2023-05-26,Consumer,India,Chennai,Office Supplies,Binders,1668.15,6,0.0,361.03
IN-2023-1561,2023-12-27,2023-10-01,Corporate,India,Pune,Office Supplies,Pens,856.36,7,0.05,-113.11
IN-2023-1562,2023-07-26,2023-01-16,Consumer,India,Kolkata,Technology,Copiers,814.82,9,0.3,-152.4
IN-2023-1563,2023-02-01,2023-09-09,Home Office,India,Pune,Technology,Accessories,982.41,3,0.1,-143.81
IN-2023-1564,2023-01-14,2023-04-06,Home Office,India,Bengaluru,Technology,Machines,1269.6,2,0.1,-310.76
IN-2023-1565,2023-01-01,2023-10-19,Home Office,India,Bengaluru,Technology,Accessories,1213.11,4,0.3,6.91
IN-2023-1566,2023-11-17,2023-11-18,Corporate,India,Mumbai,Technology,Machines,1303.45,8,0.0,157.54
IN-2023-1567,2023-10-01,2023-11-10,Home Office,India,Delhi,Office Supplies,Paper,1058.72,9,0.2,-296.15
IN-2023-1568,2023-05-25,2023-02-25,Home Office,India,Chennai,Furniture,Chairs,804.27,8,0.0,-183.53
IN-2023-1569,2023-08-26,2023-11-21,Consumer,India,Delhi,Office Supplies,Storage,1855.82,5,0.05,877.18
IN-2023-1570,2023-04-05,2023-02-17,Home Office,India,Chennai,Furniture,Tables,1130.29,1,0.05,319.98
IN-2023-1571,2023-08-15,2023-11-12,Consumer,India,Chennai,Furniture,Tables,710.71,2,0.1,206.35
IN-2023-1572,2023-10-25,2023-10-26,Home Office,India,Mumbai,Furniture,Chairs,956.82,5,0.1,-220.37
IN-2023-1573,2023-03-17,2023-12-01,Consumer,India,Bengaluru,Office Supplies,Storage,1667.3,3,0.05,723.24
IN-2023-1574,2023-04-04,2023-05-22,Home Office,India,Mumbai,Furniture,Furnishings,895.7,7,0.05,-8.42
IN-2023-1575,2023-10-22,2023-10-08,Corporate,India,Delhi,Technology,Accessories,1619.94,6,0.0,-419.55
IN-2023-1576,2023-07-01,2023-10-25,Corporate,India,Delhi,Furniture,Bookcases,413.52,9,0.1,-86.73
IN-2023-1577,2023-12-26,2023-12-01,Home Office,India,Mumbai,Furniture,Furnishings,1936.18,2,0.2,155.05
IN-2023-1578,2023-08-02,2023-10-09,Corporate,India,Bengaluru,Furniture,Tables,1350.13,5,0.2,58.07
IN-2023-1579,2023-03-23,2023-12-08,Consumer,India,Kolkata,Technology,Machines,806.01,2,0.2,310.77
IN-2023-1580,2023-06-18,2023-12-20,Corporate,India,Mumbai,Office Supplies,Storage,716.2,6,0.3,299.31
IN-2023-1581,2023-11-21,2023-11-05,Corporate,India,Chennai,Technology,Accessories,817.59,7,0.1,-22.89
IN-2023-1582,2023-05-05,2023-09-15,Consumer,India,Mumbai,Technology,Machines,584.53,3,0.05,170.62
IN-2023-1583,2023-06-08,2023-10-24,Corporate,India,Hyderabad,Technology,Phones,1060.25,8,0.3,391.47
IN-2023-1584,2023-02-09,2023-10-26,Home Office,India,Pune,Furniture,Bookcases,566.91,6,0.2,-128.02
IN-2023-1585,2023-10-13,2023-02-10,Home Office,India,Pune,Furniture,Chairs,1632.57,1,0.2,-414.92
IN-2023-1586,2023-10-02,2023-06-08,Consumer,India,Delhi,Furniture,Tables,1186.24,3,0.05,-240.65
IN-2023-1587,2023-11-21,2023-04-10,Home Office,India,Kolkata,Furniture,Bookcases,98.29,9,0.05,12.08
IN-2023-1588,2023-05-12,2023-02-07,Consumer,India,Bengaluru,Furniture,Furnishings,900.68,6,0.05,-70.79
IN-2023-1589,2023-12-10,2023-07-26,Consumer,India,Hyderabad,Technology,Machines,1463.16,6,0.3,116.78
IN-2023-1590,2023-05-24,2023-06-21,Home Office,India,Bengaluru,Office Supplies,Binders,173.06,3,0.05,41.22
IN-2023-1591,2023-12-16,2023-10-27,Home Office,India,Hyderabad,Furniture,Tables,886.84,8,0.2,-190.73
IN-2023-1592,2023-09-20,2023-08-23,Consumer,India,Delhi,Office Supplies,Paper,787.09,9,0.1,262.53
IN-2023-1593,2023-04-03,2023-03-18,Home Office,India,Hyderabad,Furniture,Bookcases,1695.79,2,0.0,24.77
IN-2023-1594,2023-05-10,2023-07-20,Corporate,India,Pune,Furniture,Tables,732.89,8,0.3,298.91
IN-2023-1595,2023-04-10,2023-03-18,Corporate,India,Bengaluru,Furniture,Bookcases,1151.05,1,0.3,300.07
IN-2023-1596,2023-02-21,2023-09-08,Home Office,India,Bengaluru,Furniture,Tables,1527.66,6,0.0,-341.41
IN-2023-1597,2023-08-27,2023-10-26,Consumer,India,Bengaluru,Office Supplies,Binders,1115.49,3,0.3,-138.04
IN-2023-1598,2023-12-02,2023-05-07,Corporate,India,Mumbai,Technology,Copiers,1499.7,2,0.3,582.68
IN-2023-1599,2023-10-20,2023-09-21,Home Office,India,Pune,Office Supplies,Paper,1544.38,5,0.3,338.14
IN-2023-1600,2023-04-21,2023-06-01,Home Office,India,Bengaluru,Office Supplies,Paper,978.83,7,0.2,236.01
IN-2023-1601,2023-11-07,2023-08-13,Corporate,India,Chennai,Technology,Copiers,128.65,5,0.3,-23.37
IN-2023-1602,2023-12-12,2023-10-05,Corporate,India,Chennai,Technology,Machines,1972.32,8,0.3,-90.09
IN-2023-1603,2023-05-02,2023-02-13,Consumer,India,Delhi,Furniture,Furnishings,835.91,4,0.2,303.98
IN-2023-1604,2023-07-24,2023-09-08,Consumer,India,Bengaluru,Technology,Accessories,758.64,6,0.2,153.85
IN-2023-1605,2023-06-19,2023-10-12,Home Office,India,Bengaluru,Furniture,Furnishings,113.28,6,0.3,2.19
IN-2023-1606,2023-02-04,2023-05-03,Home Office,India,Bengaluru,Office Supplies,Storage,141.64,4,0.0,3.42
IN-2023-1607,2023-04-09,2023-02-15,Consumer,India,Bengaluru,Furniture,Chairs,1494.7,9,0.05,455.81
IN-2023-1608,2023-11-27,2023-08-03,Consumer,India,Bengaluru,Office Supplies,Storage,974.9,7,0.05,-200.25
IN-2023-1609,2023-09-04,2023-07-23,Corporate,India,Kolkata,Office Supplies,Paper,82.49,6,0.2,21.52
IN-2023-1610,2023-07-24,2023-01-26,Home Office,India,Pune,Office Supplies,Binders,124.88,8,0.1,13.94
IN-2023-1611,2023-06-18,2023-09-18,Consumer,India,Kolkata,Furniture,Bookcases,914.95,4,0.1,235.81
IN-2023-1612,2023-10-23,2023-06-21,Consumer,India,Delhi,Technology,Copiers,1121.95,8,0.2,451.25
IN-2023-1613,2023-02-14,2023-04-04,Consumer,India,Chennai,Technology,Machines,617.21,2,0.3,238.42
IN-2023-1614,2023-05-23,2023-10-10,Home Office,India,Hyderabad,Technology,Phones,374.06,4,0.1,169.05
IN-2023-1615,2023-03-21,2023-08-01,Home Office,India,Chennai,Furniture,Chairs,927.96,6,0.1,451.89
IN-2023-1616,2023-10-25,2023-04-08,Corporate,India,Chennai,Furniture,Bookcases,1543.44,1,0.0,-404.93
IN-2023-1617,2023-01-11,2023-01-04,Home Office,India,Mumbai,Office Supplies,Pens,1577.83,1,0.3,488.36
IN-2023-1618,2023-12-16,2023-08-14,Corporate,India,Kolkata,Office Supplies,Storage,1780.48,1,0.05,160.11
IN-2023-1619,2023-06-25,2023-03-01,Corporate,India,Pune,Technology,Copiers,1786.36,5,0.3,292.72
IN-2023-1620,2023-06-13,2023-07-20,Home Office,India,Bengaluru,Furniture,Chairs,1178.16,9,0.1,334.6
IN-2023-1621,2023-01-23,2023-09-17,Consumer,India,Kolkata,Furniture,Tables,1440.12,6,0.1,-133.98
IN-2023-1622,2023-04-09,2023-01-27,Home Office,India,Mumbai,Furniture,Tables,1375.42,6,0.05,644.52
IN-2023-1623,2023-05-22,2023-11-07,Home Office,India,Pune,Technology,Accessories,1401.17,1,0.3,695.45
IN-2023-1624,2023-09-04,2023-03-24,Consumer,India,Delhi,Furniture,Bookcases,1956.04,5,0.2,735.49
IN-2023-1625,2023-11-03,2023-07-17,Corporate,India,Bengaluru,Office Supplies,Binders,1981.06,2,0.0,755.73
IN-2023-1626,2023-12-20,2023-01-21,Consumer,India,Kolkata,Furniture,Bookcases,113.16,3,0.1,-2.98
IN-2023-1627,2023-11-18,2023-11-07,Consumer,India,Bengaluru,Furniture,Chairs,558.66,7,0.2,61.61
IN-2023-1628,2023-06-27,2023-09-27,Corporate,India,Delhi,Furniture,Chairs,927.71,2,0.2,-209.7
IN-2023-1629,2023-07-20,2023-09-12,Home Office,India,Mumbai,Furniture,Tables,1918.37,5,0.2,483.62
IN-2023-1630,2023-04-15,2023-08-25,Corporate,India,Pune,Office Supplies,Pens,570.21,4,0.3,-147.5
IN-2023-1631,2023-06-12,2023-07-18,Consumer,India,Kolkata,Furniture,Bookcases,1007.49,5,0.2,-147.29
IN-2023-1632,2023-09-19,2023-12-27,Home Office,India,Pune,Office Supplies,Paper,1300.0,1,0.2,31.31
IN-2023-1633,2023-02-12,2023-06-18,Home Office,India,Bengaluru,Technology,Machines,174.98,6,0.3,51.04
IN-2023-1634,2023-01-07,2023-08-02,Home Office,India,Mumbai,Furniture,Tables,310.87,3,0.1,-76.12
IN-2023-1635,2023-03-21,2023-08-06,Consumer,India,Delhi,Office Supplies,Pens,466.41,5,0.05,-137.16
IN-2023-1636,2023-12-25,2023-08-13,Home Office,India,Delhi,Technology,Machines,521.23,8,0.1,-45.12
IN-2023-1637,2023-09-02,2023-09-13,Consumer,India,Mumbai,Office Supplies,Paper,1306.75,4,0.0,-328.35
IN-2023-1638,2023-10-12,2023-08-05,Home Office,India,Mumbai,Office Supplies,Storage,1544.18,7,0.1,-100.17
IN-2023-1639,2023-08-22,2023-03-03,Consumer,India,Hyderabad,Technology,Machines,253.61,8,0.05,-44.36
IN-2023-1640,2023-02-03,2023-08-11,Home Office,India,Pune,Furniture,Tables,1783.55,8,0.05,366.3
IN-2023-1641,2023-09-12,2023-07-07,Consumer,India,Bengaluru,Furniture,Bookcases,1862.82,4,0.0,-480.28
IN-2023-1642,2023-04-25,2023-12-17,Home Office,India,Pune,Furniture,Chairs,1429.86,6,0.05,600.25
IN-2023-1643,2023-07-18,2023-06-22,Consumer,India,Hyderabad,Furniture,Furnishings,1310.49,6,0.05,161.15
IN-2023-1644,2023-06-03,2023-02-02,Corporate,India,Mumbai,Furniture,Chairs,620.68,2,0.0,-134.95
IN-2023-1645,2023-11-26,2023-11-26,Consumer,India,Mumbai,Office Supplies,Binders,1825.8,5,0.3,536.49
IN-2023-1646,2023-10-16,2023-03-09,Home Office,India,Chennai,Technology,Accessories,310.39,5,0.2,58.45
IN-2023-1647,2023-04-11,2023-01-06,Consumer,India,Bengaluru,Furniture,Tables,714.88,4,0.1,236.82
IN-2023-1648,2023-11-15,2023-02-27,Home Office,India,Hyderabad,Office Supplies,Pens,1680.94,6,0.05,-416.5
IN-2023-1649,2023-06-20,2023-03-19,Home Office,India,Mumbai,Furniture,Bookcases,1317.86,7,0.0,565.96
IN-2023-1650,2023-12-06,2023-10-18,Corporate,India,Delhi,Office Supplies,Paper,1205.76,5,0.0,50.06
IN-2023-1651,2023-10-21,2023-10-06,Consumer,India,Kolkata,Office Supplies,Binders,1946.51,1,0.1,160.19
IN-2023-1652,2023-08-16,2023-07-11,Corporate,India,Chennai,Technology,Copiers,294.24,1,0.3,-55.39
IN-2023-1653,2023-08-01,2023-05-07,Corporate,India,Mumbai,Furniture,Tables,1651.46,6,0.0,663.39
IN-2023-1654,2023-02-25,2023-09-15,Home Office,India,Pune,Office Supplies,Binders,1649.99,8,0.2,183.51
IN-2023-1655,2023-05-22,2023-07-23,Corporate,India,Chennai,Office Supplies,Paper,1468.53,4,0.2,-218.0
IN-2023-1656,2023-09-25,2023-11-24,Consumer,India,Pune,Furniture,Furnishings,145.56,6,0.3,-5.62
IN-2023-1657,2023-07-10,2023-04-09,Consumer,India,Mumbai,Furniture,Tables,557.79,8,0.3,133.97
IN-2023-1658,2023-10-10,2023-04-25,Corporate,India,Bengaluru,Technology,Accessories,1368.58,5,0.1,643.49
IN-2023-1659,2023-10-18,2023-07-02,Home Office,India,Pune,Office Supplies,Binders,1178.58,6,0.3,383.24
IN-2023-1660,2023-04-13,2023-09-15,Home Office,India,Delhi,Office Supplies,Binders,1298.87,1,0.1,605.76
IN-2023-1661,2023-12-04,2023-08-16,Home Office,India,Mumbai,Technology,Accessories,474.57,1,0.05,145.78
IN-2023-1662,2023-10-19,2023-04-11,Home Office,India,Pune,Technology,Phones,1795.4,9,0.05,314.1
IN-2023-1663,2023-07-07,2023-11-07,Consumer,India,Bengaluru,Furniture,Bookcases,54.53,2,0.0,-0.89
IN-2023-1664,2023-07-04,2023-04-18,Home Office,India,Hyderabad,Technology,Copiers,1796.84,5,0.05,764.71
IN-2023-1665,2023-09-16,2023-10-19,Consumer,India,Hyderabad,Furniture,Furnishings,964.67,3,0.2,-178.37
IN-2023-1666,2023-04-04,2023-04-20,Home Office,India,Pune,Furniture,Chairs,932.12,4,0.3,-206.85
IN-2023-1667,2023-12-07,2023-07-22,Corporate,India,Hyderabad,Furniture,Tables,763.5,2,0.3,-95.71
IN-2023-1668,2023-04-16,2023-11-01,Consumer,India,Delhi,Office Supplies,Binders,1160.52,9,0.0,-196.25
IN-2023-1669,2023-03-27,2023-05-18,Home Office,India,Bengaluru,Technology,Accessories,525.05,4,0.05,-112.56
IN-2023-1670,2023-10-11,2023-01-05,Corporate,India,Kolkata,Furniture,Bookcases,202.69,5,0.0,-44.86
IN-2023-1671,2023-09-18,2023-09-15,Consumer,India,Hyderabad,Furniture,Tables,543.03,4,0.05,-46.48
IN-2023-1672,2023-01-12,2023-07-16,Corporate,India,Chennai,Office Supplies,Storage,1377.09,4,0.05,91.16
IN-2023-1673,2023-10-20,2023-10-16,Home Office,India,Mumbai,Technology,Accessories,1743.68,6,0.3,285.4
IN-2023-1674,2023-08-12,2023-02-12,Corporate,India,Chennai,Furniture,Chairs,567.08,1,0.2,-62.7
IN-2023-1675,2023-12-03,2023-10-25,Consumer,India,Kolkata,Furniture,Tables,721.4,1,0.1,-158.62
IN-2023-1676,2023-07-12,2023-03-23,Consumer,India,Bengaluru,Furniture,Tables,828.89,3,0.2,27.29
IN-2023-1677,2023-05-26,2023-10-12,Corporate,India,Chennai,Technology,Phones,330.06,2,0.05,-18.25
IN-2023-1678,2023-10-25,2023-08-21,Home Office,India,Kolkata,Office Supplies,Storage,754.37,5,0.1,374.91
IN-2023-1679,2023-07-02,2023-10-18,Corporate,India,Hyderabad,Office Supplies,Pens,1778.86,1,0.2,326.32
IN-2023-1680,2023-12-08,2023-02-25,Corporate,India,Delhi,Furniture,Furnishings,1753.39,2,0.1,506.43
IN-2023-1681,2023-08-19,2023-07-27,Home Office,India,Delhi,Technology,Phones,1448.88,3,0.3,-36.65
IN-2023-1682,2023-03-05,2023-03-01,Corporate,India,Mumbai,Office Supplies,Pens,1060.13,7,0.2,290.96
IN-2023-1683,2023-05-05,2023-01-26,Home Office,India,Kolkata,Technology,Copiers,1197.44,8,0.3,62.44
IN-2023-1684,2023-02-21,2023-10-16,Home Office,India,Chennai,Furniture,Tables,106.88,7,0.0,9.65
IN-2023-1685,2023-02-06,2023-10-24,Consumer,India,Bengaluru,Furniture,Bookcases,910.93,1,0.05,394.8
IN-2023-1686,2023-06-22,2023-06-26,Consumer,India,Delhi,Office Supplies,Pens,425.02,7,0.3,-42.39
IN-2023-1687,2023-05-09,2023-10-21,Home Office,India,Pune,Technology,Copiers,1108.73,7,0.05,492.22
IN-2023-1688,2023-10-02,2023-03-06,Consumer,India,Kolkata,Technology,Machines,963.19,9,0.3,430.42
